GeneName,ComparisonName,Log2FoldChange,PValue,AdjustedPValue
ENSG00000166902,RNA_CDK8i.vs.RNA_Veh,0.142292559,0.035304189,0.205211474
ENSG00000134827,RNA_CDK8i.vs.RNA_Veh,1.873547151,0.000230938,0.013574262
ENSG00000166961,RNA_CDK8i.vs.RNA_Veh,-0.285257727,0.316634975,0.611550728
ENSG00000110104,RNA_CDK8i.vs.RNA_Veh,0.138491358,0.178932335,0.466040313
ENSG00000110107,RNA_CDK8i.vs.RNA_Veh,0.016525859,0.81282401,0.923774817
ENSG00000110108,RNA_CDK8i.vs.RNA_Veh,0.188799301,0.013037121,0.126691762
ENSG00000006118,RNA_CDK8i.vs.RNA_Veh,0.121770945,0.305876522,0.601614337
ENSG00000167987,RNA_CDK8i.vs.RNA_Veh,-0.191433218,0.023339992,0.167939582
ENSG00000167992,RNA_CDK8i.vs.RNA_Veh,-0.442526709,0.052894629,0.254256488
ENSG00000167986,RNA_CDK8i.vs.RNA_Veh,-0.002843764,0.955496168,0.982555359
ENSG00000149476,RNA_CDK8i.vs.RNA_Veh,-0.115123168,0.30416326,0.599866512
ENSG00000162144,RNA_CDK8i.vs.RNA_Veh,0.071779104,0.279787013,0.579000814
ENSG00000149483,RNA_CDK8i.vs.RNA_Veh,0.209114838,0.009925229,0.110573697
ENSG00000187049,RNA_CDK8i.vs.RNA_Veh,0.24045781,0.022285169,0.164735796
ENSG00000149532,RNA_CDK8i.vs.RNA_Veh,-0.029370838,0.635669759,0.835864271
ENSG00000167985,RNA_CDK8i.vs.RNA_Veh,-0.039638889,0.647650355,0.841732091
ENSG00000162148,RNA_CDK8i.vs.RNA_Veh,-0.623641439,0.039075075,0.217476213
ENSG00000011347,RNA_CDK8i.vs.RNA_Veh,-0.044098141,0.475171856,0.737806459
ENSG00000256443,RNA_CDK8i.vs.RNA_Veh,0.170637329,0.637650236,0.837042893
ENSG00000243742,RNA_CDK8i.vs.RNA_Veh,-0.039796094,0.586102768,0.808458773
ENSG00000134780,RNA_CDK8i.vs.RNA_Veh,-0.126911248,0.284704906,0.582423041
ENSG00000124920,RNA_CDK8i.vs.RNA_Veh,-0.064793198,0.592264584,0.812167052
ENSG00000134825,RNA_CDK8i.vs.RNA_Veh,0.033189936,0.62571332,0.829932057
ENSG00000168496,RNA_CDK8i.vs.RNA_Veh,0.063373202,0.261086572,0.560511817
ENSG00000134824,RNA_CDK8i.vs.RNA_Veh,-0.083784448,0.296649586,0.593417185
ENSG00000149485,RNA_CDK8i.vs.RNA_Veh,0.041329215,0.457672755,0.726182298
ENSG00000221968,RNA_CDK8i.vs.RNA_Veh,-0.090004047,0.487552226,0.746005597
ENSG00000167994,RNA_CDK8i.vs.RNA_Veh,0.092773883,0.226128163,0.52323252
ENSG00000167995,RNA_CDK8i.vs.RNA_Veh,-0.175940089,0.643461695,0.83980538
ENSG00000167996,RNA_CDK8i.vs.RNA_Veh,-0.412543468,5.41E-05,0.006063168
ENSG00000269089,RNA_CDK8i.vs.RNA_Veh,0.684834419,0.063585619,0.281027261
ENSG00000149503,RNA_CDK8i.vs.RNA_Veh,-0.174883362,0.007129111,0.09212031
ENSG00000236607,RNA_CDK8i.vs.RNA_Veh,-0.773925449,0.661117194,0.849891713
ENSG00000255213,RNA_CDK8i.vs.RNA_Veh,0.084768105,0.488499566,0.746418884
ENSG00000162174,RNA_CDK8i.vs.RNA_Veh,0.051100443,0.42945812,0.704186404
ENSG00000254454,RNA_CDK8i.vs.RNA_Veh,-0.191360116,0.058754804,0.268260013
ENSG00000124942,RNA_CDK8i.vs.RNA_Veh,-0.419151424,1.62E-05,0.002887587
ENSG00000255508,RNA_CDK8i.vs.RNA_Veh,-0.471317502,0.358122637,0.646846084
ENSG00000149016,RNA_CDK8i.vs.RNA_Veh,0.14815762,0.198525582,0.488320722
ENSG00000149480,RNA_CDK8i.vs.RNA_Veh,0.011900793,0.830806649,0.932503194
ENSG00000149499,RNA_CDK8i.vs.RNA_Veh,-0.232638151,0.050111427,0.247919029
ENSG00000149489,RNA_CDK8i.vs.RNA_Veh,-0.174774039,0.397594817,0.680952197
ENSG00000149541,RNA_CDK8i.vs.RNA_Veh,-0.143086805,0.130074994,0.398969979
ENSG00000089597,RNA_CDK8i.vs.RNA_Veh,-0.047166455,0.345871047,0.636787891
ENSG00000185085,RNA_CDK8i.vs.RNA_Veh,-0.151106134,0.040496749,0.221744258
ENSG00000162194,RNA_CDK8i.vs.RNA_Veh,-0.062053945,0.526898003,0.770334152
ENSG00000214756,RNA_CDK8i.vs.RNA_Veh,-0.350034645,0.007867514,0.097063968
ENSG00000204922,RNA_CDK8i.vs.RNA_Veh,-0.072976704,0.496878995,0.751632804
ENSG00000162191,RNA_CDK8i.vs.RNA_Veh,-0.07587861,0.211985599,0.504985948
ENSG00000177363,RNA_CDK8i.vs.RNA_Veh,-0.167155463,0.742055328,0.893715274
ENSG00000168000,RNA_CDK8i.vs.RNA_Veh,-0.198699893,0.213230471,0.506783602
ENSG00000214753,RNA_CDK8i.vs.RNA_Veh,-0.155067195,0.0152104,0.136229842
ENSG00000162222,RNA_CDK8i.vs.RNA_Veh,0.047170348,0.522954822,0.767614079
ENSG00000185670,RNA_CDK8i.vs.RNA_Veh,-0.313020432,0.030233296,0.191367115
ENSG00000168002,RNA_CDK8i.vs.RNA_Veh,0.041444415,0.468975788,0.734099225
ENSG00000162227,RNA_CDK8i.vs.RNA_Veh,-0.203650911,0.01639692,0.141364655
ENSG00000168569,RNA_CDK8i.vs.RNA_Veh,0.102615396,0.29340657,0.589760603
ENSG00000269176,RNA_CDK8i.vs.RNA_Veh,-0.499501533,0.170206965,0.454961044
ENSG00000185475,RNA_CDK8i.vs.RNA_Veh,-0.088997082,0.238194185,0.53685677
ENSG00000162231,RNA_CDK8i.vs.RNA_Veh,0.096812055,0.108851392,0.366841146
ENSG00000162236,RNA_CDK8i.vs.RNA_Veh,-0.164196453,0.026101823,0.177762103
ENSG00000133316,RNA_CDK8i.vs.RNA_Veh,0.150869477,0.025611596,0.175887189
ENSG00000255717,RNA_CDK8i.vs.RNA_Veh,-0.110861937,0.112758933,0.373599562
ENSG00000168003,RNA_CDK8i.vs.RNA_Veh,0.144417745,0.022715053,0.165997297
ENSG00000176485,RNA_CDK8i.vs.RNA_Veh,-0.357899074,0.001031668,0.03006378
ENSG00000184743,RNA_CDK8i.vs.RNA_Veh,-0.066894946,0.285700119,0.582643136
ENSG00000270269,RNA_CDK8i.vs.RNA_Veh,0.20398468,0.500162491,0.752888679
ENSG00000133318,RNA_CDK8i.vs.RNA_Veh,-0.219150027,0.001730393,0.041146053
ENSG00000271100,RNA_CDK8i.vs.RNA_Veh,-1.104328749,0.040043703,0.220245971
ENSG00000188070,RNA_CDK8i.vs.RNA_Veh,0.032499733,0.751931939,0.89831422
ENSG00000168005,RNA_CDK8i.vs.RNA_Veh,0.142373066,0.045257668,0.235721523
ENSG00000072518,RNA_CDK8i.vs.RNA_Veh,-0.067114744,0.260202866,0.559763909
ENSG00000167771,RNA_CDK8i.vs.RNA_Veh,-0.522382761,0.002434824,0.050484196
ENSG00000110583,RNA_CDK8i.vs.RNA_Veh,0.042635719,0.580062996,0.804338562
ENSG00000176340,RNA_CDK8i.vs.RNA_Veh,-0.339633571,0.003239173,0.058439774
ENSG00000167770,RNA_CDK8i.vs.RNA_Veh,-0.065319513,0.254522816,0.554570739
ENSG00000133315,RNA_CDK8i.vs.RNA_Veh,-0.327309919,0.158623822,0.440176969
ENSG00000168439,RNA_CDK8i.vs.RNA_Veh,0.045481895,0.633609229,0.834754925
ENSG00000149781,RNA_CDK8i.vs.RNA_Veh,-0.352945296,0.073632603,0.304055059
ENSG00000149743,RNA_CDK8i.vs.RNA_Veh,-0.208710124,0.119573487,0.383122816
ENSG00000149761,RNA_CDK8i.vs.RNA_Veh,-0.395622393,0.010275073,0.11255589
ENSG00000256116,RNA_CDK8i.vs.RNA_Veh,-0.837883379,0.125327212,0.392670608
ENSG00000110011,RNA_CDK8i.vs.RNA_Veh,-0.310954635,0.035859295,0.206968093
ENSG00000173511,RNA_CDK8i.vs.RNA_Veh,-0.351912293,0.002860578,0.055237982
ENSG00000173486,RNA_CDK8i.vs.RNA_Veh,-0.141071472,0.041409109,0.224356157
ENSG00000173457,RNA_CDK8i.vs.RNA_Veh,-0.191942201,0.013291138,0.127903599
ENSG00000256940,RNA_CDK8i.vs.RNA_Veh,-0.249472569,0.331492289,0.624957885
ENSG00000257086,RNA_CDK8i.vs.RNA_Veh,-0.434811577,0.072795883,0.301960706
ENSG00000149782,RNA_CDK8i.vs.RNA_Veh,-0.181595072,0.010599948,0.114384124
ENSG00000002330,RNA_CDK8i.vs.RNA_Veh,-0.455441238,0.00142058,0.036377589
ENSG00000173264,RNA_CDK8i.vs.RNA_Veh,-0.232698499,0.112703566,0.373479119
ENSG00000173153,RNA_CDK8i.vs.RNA_Veh,-0.338151847,0.007934491,0.09752274
ENSG00000173113,RNA_CDK8i.vs.RNA_Veh,0.000803566,0.99140261,0.996374081
ENSG00000126432,RNA_CDK8i.vs.RNA_Veh,-0.04682969,0.488857344,0.746570802
ENSG00000168071,RNA_CDK8i.vs.RNA_Veh,-0.312743993,0.01826493,0.148356808
ENSG00000162302,RNA_CDK8i.vs.RNA_Veh,-0.244086801,0.001700454,0.0409799
ENSG00000181908,RNA_CDK8i.vs.RNA_Veh,-0.611640419,0.257917697,0.557350807
ENSG00000110076,RNA_CDK8i.vs.RNA_Veh,-0.486639768,0.211599715,0.504727813
ENSG00000068831,RNA_CDK8i.vs.RNA_Veh,-0.558936515,0.000900001,0.027793891
ENSG00000068976,RNA_CDK8i.vs.RNA_Veh,-1.270690409,0.00598181,0.084221318
ENSG00000168066,RNA_CDK8i.vs.RNA_Veh,-0.056258102,0.275654112,0.575113917
ENSG00000269038,RNA_CDK8i.vs.RNA_Veh,-0.554907171,0.195034499,0.485018054
ENSG00000269290,RNA_CDK8i.vs.RNA_Veh,-0.996130247,0.019577816,0.154471378
ENSG00000168067,RNA_CDK8i.vs.RNA_Veh,-0.137293485,0.108936917,0.366972053
ENSG00000133895,RNA_CDK8i.vs.RNA_Veh,-0.184761986,0.011588318,0.119982157
ENSG00000171219,RNA_CDK8i.vs.RNA_Veh,-0.615202124,0.000395706,0.017811095
ENSG00000110047,RNA_CDK8i.vs.RNA_Veh,-0.206343398,0.022210183,0.164491027
ENSG00000110046,RNA_CDK8i.vs.RNA_Veh,-0.367753866,0.049667891,0.246531982
ENSG00000068971,RNA_CDK8i.vs.RNA_Veh,-0.360899494,0.014990861,0.135719059
ENSG00000168062,RNA_CDK8i.vs.RNA_Veh,-0.360697872,0.162547867,0.445520885
ENSG00000213465,RNA_CDK8i.vs.RNA_Veh,-0.254586039,0.061550653,0.276213997
ENSG00000110025,RNA_CDK8i.vs.RNA_Veh,-0.142775043,0.621502978,0.828302094
ENSG00000168061,RNA_CDK8i.vs.RNA_Veh,-0.050628121,0.65275854,0.84486527
ENSG00000146670,RNA_CDK8i.vs.RNA_Veh,0.120348839,0.083120463,0.323280994
ENSG00000162300,RNA_CDK8i.vs.RNA_Veh,-0.230773894,0.072393416,0.301051419
ENSG00000149823,RNA_CDK8i.vs.RNA_Veh,-0.272461992,0.007033109,0.091500935
ENSG00000149809,RNA_CDK8i.vs.RNA_Veh,-0.828661093,0.000364623,0.017538464
ENSG00000174276,RNA_CDK8i.vs.RNA_Veh,-0.113907339,0.519955551,0.765622305
ENSG00000149806,RNA_CDK8i.vs.RNA_Veh,0.013615126,0.849258825,0.941389086
ENSG00000162298,RNA_CDK8i.vs.RNA_Veh,0.103499336,0.107806646,0.364943998
ENSG00000149792,RNA_CDK8i.vs.RNA_Veh,0.130237843,0.149076108,0.42663614
ENSG00000204710,RNA_CDK8i.vs.RNA_Veh,0.334563663,0.261487847,0.560680164
ENSG00000255200,RNA_CDK8i.vs.RNA_Veh,-0.499769721,0.265097695,0.564108181
ENSG00000254614,RNA_CDK8i.vs.RNA_Veh,-0.290521471,0.220824029,0.515970239
ENSG00000014216,RNA_CDK8i.vs.RNA_Veh,-0.123214035,0.03033791,0.191611698
ENSG00000197847,RNA_CDK8i.vs.RNA_Veh,-0.147032955,0.62089744,0.828130288
ENSG00000014138,RNA_CDK8i.vs.RNA_Veh,0.124628186,0.062422235,0.27849065
ENSG00000149798,RNA_CDK8i.vs.RNA_Veh,0.012988761,0.890744621,0.959286694
ENSG00000133884,RNA_CDK8i.vs.RNA_Veh,-0.034471907,0.529126001,0.771645995
ENSG00000173825,RNA_CDK8i.vs.RNA_Veh,-0.593591769,0.014408952,0.132866771
ENSG00000162241,RNA_CDK8i.vs.RNA_Veh,0.104890028,0.637995413,0.837117651
ENSG00000126391,RNA_CDK8i.vs.RNA_Veh,0.292019905,0.002910993,0.05552579
ENSG00000245532,RNA_CDK8i.vs.RNA_Veh,-0.40565421,0.052932884,0.254256488
ENSG00000173727,RNA_CDK8i.vs.RNA_Veh,1.18595509,2.03E-06,0.000970358
ENSG00000251562,RNA_CDK8i.vs.RNA_Veh,-0.147056456,0.22251623,0.517886156
ENSG00000142186,RNA_CDK8i.vs.RNA_Veh,0.09073506,0.129431184,0.397958342
ENSG00000168056,RNA_CDK8i.vs.RNA_Veh,0.207417497,0.168846759,0.453290117
ENSG00000260233,RNA_CDK8i.vs.RNA_Veh,0.105770034,0.761250781,0.902967536
ENSG00000173465,RNA_CDK8i.vs.RNA_Veh,0.112974416,0.309750284,0.605698121
ENSG00000176973,RNA_CDK8i.vs.RNA_Veh,-0.176652689,0.111988219,0.37223906
ENSG00000173442,RNA_CDK8i.vs.RNA_Veh,-0.150448495,0.126690541,0.394221945
ENSG00000173327,RNA_CDK8i.vs.RNA_Veh,-0.142877503,0.253328227,0.553167541
ENSG00000197136,RNA_CDK8i.vs.RNA_Veh,-0.245599135,0.016926978,0.14398561
ENSG00000213445,RNA_CDK8i.vs.RNA_Veh,-0.173608482,0.150146954,0.428258311
ENSG00000173039,RNA_CDK8i.vs.RNA_Veh,-0.060025445,0.308894969,0.604861449
ENSG00000172977,RNA_CDK8i.vs.RNA_Veh,-0.309304054,0.000279997,0.01514993
ENSG00000172922,RNA_CDK8i.vs.RNA_Veh,0.249094269,0.019028299,0.152110227
ENSG00000254470,RNA_CDK8i.vs.RNA_Veh,-0.112543019,0.540907832,0.779433314
ENSG00000172818,RNA_CDK8i.vs.RNA_Veh,0.296985969,0.006521342,0.088305836
ENSG00000172757,RNA_CDK8i.vs.RNA_Veh,0.099371908,0.085812695,0.329249981
ENSG00000172803,RNA_CDK8i.vs.RNA_Veh,0.316362495,0.500441819,0.752900258
ENSG00000172732,RNA_CDK8i.vs.RNA_Veh,0.19779218,0.048052548,0.242461429
ENSG00000172638,RNA_CDK8i.vs.RNA_Veh,-0.272995554,0.408977809,0.689623381
ENSG00000172500,RNA_CDK8i.vs.RNA_Veh,-0.196261672,0.027670186,0.182117418
ENSG00000175602,RNA_CDK8i.vs.RNA_Veh,-1.295217094,0.006566742,0.08846185
ENSG00000175592,RNA_CDK8i.vs.RNA_Veh,0.398210709,1.85E-05,0.003099569
ENSG00000175573,RNA_CDK8i.vs.RNA_Veh,0.050421932,0.532203574,0.773380468
ENSG00000175550,RNA_CDK8i.vs.RNA_Veh,-0.051255005,0.473915921,0.737192222
ENSG00000175467,RNA_CDK8i.vs.RNA_Veh,-0.099226803,0.085502565,0.328660369
ENSG00000175376,RNA_CDK8i.vs.RNA_Veh,0.173103244,0.027906102,0.182823129
ENSG00000175334,RNA_CDK8i.vs.RNA_Veh,-0.188339086,0.004473409,0.070221639
ENSG00000175315,RNA_CDK8i.vs.RNA_Veh,-0.515737572,0.000670579,0.023603646
ENSG00000175294,RNA_CDK8i.vs.RNA_Veh,-0.571848178,0.023421829,0.16808918
ENSG00000087365,RNA_CDK8i.vs.RNA_Veh,-0.067897097,0.211774039,0.504913266
ENSG00000175115,RNA_CDK8i.vs.RNA_Veh,-0.07197522,0.416945433,0.696007586
ENSG00000174996,RNA_CDK8i.vs.RNA_Veh,-0.074497305,0.321716685,0.616176542
ENSG00000174903,RNA_CDK8i.vs.RNA_Veh,-0.228696509,0.000974387,0.029173695
ENSG00000174871,RNA_CDK8i.vs.RNA_Veh,0.475257293,0.202849161,0.495111267
ENSG00000174851,RNA_CDK8i.vs.RNA_Veh,0.140087873,0.142647627,0.417089453
ENSG00000179292,RNA_CDK8i.vs.RNA_Veh,-0.142990717,0.282555724,0.580510144
ENSG00000174791,RNA_CDK8i.vs.RNA_Veh,-0.011129037,0.92984111,0.974660909
ENSG00000174744,RNA_CDK8i.vs.RNA_Veh,0.015824579,0.858020528,0.945965826
ENSG00000174684,RNA_CDK8i.vs.RNA_Veh,-0.27560225,0.022883394,0.166525652
ENSG00000255468,RNA_CDK8i.vs.RNA_Veh,-0.054430159,0.894117879,0.960424898
ENSG00000174669,RNA_CDK8i.vs.RNA_Veh,-0.031432671,0.788864056,0.914364311
ENSG00000254510,RNA_CDK8i.vs.RNA_Veh,2.287281893,0.001327369,0.035147291
ENSG00000174547,RNA_CDK8i.vs.RNA_Veh,0.027111215,0.646558908,0.841276152
ENSG00000174516,RNA_CDK8i.vs.RNA_Veh,-0.232906045,0.063358939,0.280342886
ENSG00000255517,RNA_CDK8i.vs.RNA_Veh,-0.071430831,0.786335791,0.913282682
ENSG00000254986,RNA_CDK8i.vs.RNA_Veh,-0.353086658,0.000172053,0.011510957
ENSG00000174483,RNA_CDK8i.vs.RNA_Veh,-0.010894821,0.959255181,0.983670982
ENSG00000174165,RNA_CDK8i.vs.RNA_Veh,-0.555498577,0.015896685,0.139200534
ENSG00000269990,RNA_CDK8i.vs.RNA_Veh,-0.202889787,0.510218236,0.758836618
ENSG00000182791,RNA_CDK8i.vs.RNA_Veh,-0.198974942,0.668886522,0.854607909
ENSG00000173992,RNA_CDK8i.vs.RNA_Veh,-0.051532564,0.686436957,0.86391743
ENSG00000239306,RNA_CDK8i.vs.RNA_Veh,-0.112038734,0.179662855,0.466890466
ENSG00000173933,RNA_CDK8i.vs.RNA_Veh,0.022079041,0.837554159,0.93521326
ENSG00000173914,RNA_CDK8i.vs.RNA_Veh,-0.041711938,0.610665577,0.822822182
ENSG00000258297,RNA_CDK8i.vs.RNA_Veh,-0.10283736,0.505977931,0.756074527
ENSG00000173898,RNA_CDK8i.vs.RNA_Veh,0.118611769,0.157016235,0.437813156
ENSG00000173715,RNA_CDK8i.vs.RNA_Veh,-0.428455791,0.001147078,0.032048026
ENSG00000213409,RNA_CDK8i.vs.RNA_Veh,-0.060483938,0.618624734,0.826892121
ENSG00000173653,RNA_CDK8i.vs.RNA_Veh,-0.032076196,0.621552813,0.828302094
ENSG00000173599,RNA_CDK8i.vs.RNA_Veh,-0.65554973,0.000258874,0.014523105
ENSG00000173621,RNA_CDK8i.vs.RNA_Veh,-0.345793173,0.097214784,0.346990488
ENSG00000173227,RNA_CDK8i.vs.RNA_Veh,-0.421301629,0.052224804,0.252375627
ENSG00000173156,RNA_CDK8i.vs.RNA_Veh,-0.49936675,0.000772982,0.025388197
ENSG00000173120,RNA_CDK8i.vs.RNA_Veh,-0.025648088,0.669540033,0.854780429
ENSG00000173020,RNA_CDK8i.vs.RNA_Veh,-0.097154638,0.202481295,0.494782446
ENSG00000172932,RNA_CDK8i.vs.RNA_Veh,-0.021702166,0.800411364,0.919232016
ENSG00000172830,RNA_CDK8i.vs.RNA_Veh,-0.031744688,0.784804571,0.912717652
ENSG00000175482,RNA_CDK8i.vs.RNA_Veh,-0.473263558,0.025469559,0.175485054
ENSG00000175505,RNA_CDK8i.vs.RNA_Veh,0.171165768,0.141090729,0.414720595
ENSG00000172613,RNA_CDK8i.vs.RNA_Veh,-0.101062641,0.402916365,0.684633647
ENSG00000172531,RNA_CDK8i.vs.RNA_Veh,-0.312857828,7.12E-05,0.006851129
ENSG00000172508,RNA_CDK8i.vs.RNA_Veh,-0.5452555,0.25664211,0.556198659
ENSG00000175634,RNA_CDK8i.vs.RNA_Veh,-0.224111745,0.009331503,0.106516585
ENSG00000213402,RNA_CDK8i.vs.RNA_Veh,-0.544255299,0.124320887,0.391128909
ENSG00000172725,RNA_CDK8i.vs.RNA_Veh,-0.509687494,0.000338237,0.016900451
ENSG00000172663,RNA_CDK8i.vs.RNA_Veh,-0.132436498,0.379605058,0.665936311
ENSG00000110711,RNA_CDK8i.vs.RNA_Veh,-0.25808422,0.00787659,0.097114946
ENSG00000110697,RNA_CDK8i.vs.RNA_Veh,-0.197902838,0.108753143,0.36674234
ENSG00000167797,RNA_CDK8i.vs.RNA_Veh,-0.239159817,0.005159041,0.076662846
ENSG00000084207,RNA_CDK8i.vs.RNA_Veh,-0.092800551,0.098383332,0.348759274
ENSG00000167792,RNA_CDK8i.vs.RNA_Veh,-0.135643435,0.088530477,0.334004438
ENSG00000167799,RNA_CDK8i.vs.RNA_Veh,-0.268233747,0.06589739,0.286563889
ENSG00000132744,RNA_CDK8i.vs.RNA_Veh,0.935044125,0.098269515,0.348710307
ENSG00000239559,RNA_CDK8i.vs.RNA_Veh,0.048536713,0.557309231,0.789563712
ENSG00000160172,RNA_CDK8i.vs.RNA_Veh,-0.065360241,0.548097481,0.784234017
ENSG00000110057,RNA_CDK8i.vs.RNA_Veh,-0.153864724,0.256766138,0.556269989
ENSG00000006534,RNA_CDK8i.vs.RNA_Veh,-0.42723699,0.06306849,0.279844126
ENSG00000110717,RNA_CDK8i.vs.RNA_Veh,-0.206850338,0.084419259,0.326194489
ENSG00000110719,RNA_CDK8i.vs.RNA_Veh,-0.302303636,0.15830747,0.439815053
ENSG00000255031,RNA_CDK8i.vs.RNA_Veh,-0.24029096,0.356877084,0.646029752
ENSG00000110721,RNA_CDK8i.vs.RNA_Veh,0.388071188,0.000281451,0.015186778
ENSG00000110066,RNA_CDK8i.vs.RNA_Veh,-0.015476558,0.837531126,0.93521326
ENSG00000171067,RNA_CDK8i.vs.RNA_Veh,0.193087137,0.013832347,0.130076156
ENSG00000162337,RNA_CDK8i.vs.RNA_Veh,-0.233413207,0.03958165,0.218930779
ENSG00000110075,RNA_CDK8i.vs.RNA_Veh,0.022660217,0.654423392,0.84612796
ENSG00000069482,RNA_CDK8i.vs.RNA_Veh,0.288888335,0.003401246,0.059860105
ENSG00000132749,RNA_CDK8i.vs.RNA_Veh,-0.051934646,0.758267662,0.901794438
ENSG00000110090,RNA_CDK8i.vs.RNA_Veh,-0.028908985,0.603586816,0.818413889
ENSG00000250508,RNA_CDK8i.vs.RNA_Veh,1.056173404,0.097401976,0.347217521
ENSG00000197345,RNA_CDK8i.vs.RNA_Veh,0.104589248,0.190032707,0.479318332
ENSG00000132740,RNA_CDK8i.vs.RNA_Veh,0.057037992,0.479439643,0.740304562
ENSG00000172935,RNA_CDK8i.vs.RNA_Veh,0.352237711,0.209758455,0.502913308
ENSG00000162341,RNA_CDK8i.vs.RNA_Veh,0.110278734,0.185769264,0.473733331
ENSG00000172927,RNA_CDK8i.vs.RNA_Veh,0.676073863,6.36E-06,0.001759081
ENSG00000260877,RNA_CDK8i.vs.RNA_Veh,0.202210316,0.421446749,0.699282609
ENSG00000110092,RNA_CDK8i.vs.RNA_Veh,0.117994981,0.117010143,0.379688736
ENSG00000149716,RNA_CDK8i.vs.RNA_Veh,0.057280969,0.423140996,0.700456156
ENSG00000162344,RNA_CDK8i.vs.RNA_Veh,0.023707009,0.765752303,0.904615721
ENSG00000131620,RNA_CDK8i.vs.RNA_Veh,0.185939555,0.030299895,0.191603426
ENSG00000168040,RNA_CDK8i.vs.RNA_Veh,0.017455494,0.798134043,0.918216774
ENSG00000131626,RNA_CDK8i.vs.RNA_Veh,0.094993725,0.154629022,0.434294726
ENSG00000255329,RNA_CDK8i.vs.RNA_Veh,-0.159925614,0.171973697,0.456882914
ENSG00000246889,RNA_CDK8i.vs.RNA_Veh,-0.082507807,0.845938004,0.939394377
ENSG00000085733,RNA_CDK8i.vs.RNA_Veh,-0.011808205,0.836308293,0.934885099
ENSG00000162105,RNA_CDK8i.vs.RNA_Veh,-0.025891798,0.845162022,0.938947187
ENSG00000172893,RNA_CDK8i.vs.RNA_Veh,0.27876538,0.001026354,0.029997958
ENSG00000254682,RNA_CDK8i.vs.RNA_Veh,-0.022628203,0.810737636,0.923139511
ENSG00000172890,RNA_CDK8i.vs.RNA_Veh,0.019141914,0.789043284,0.914364311
ENSG00000255562,RNA_CDK8i.vs.RNA_Veh,-0.13448179,0.596760255,0.814125732
ENSG00000158483,RNA_CDK8i.vs.RNA_Veh,-0.028263239,0.692095246,0.866318864
ENSG00000254469,RNA_CDK8i.vs.RNA_Veh,0.009499644,0.96804855,0.987706369
ENSG00000137522,RNA_CDK8i.vs.RNA_Veh,-0.097887994,0.201414955,0.49306465
ENSG00000137496,RNA_CDK8i.vs.RNA_Veh,0.144273119,0.32567562,0.619524924
ENSG00000137497,RNA_CDK8i.vs.RNA_Veh,-0.221445221,0.005508108,0.079635395
ENSG00000251143,RNA_CDK8i.vs.RNA_Veh,-0.318672392,0.31230898,0.607710549
ENSG00000184154,RNA_CDK8i.vs.RNA_Veh,0.067103685,0.612142725,0.823581402
ENSG00000149357,RNA_CDK8i.vs.RNA_Veh,-0.051979595,0.404283455,0.686066299
ENSG00000110200,RNA_CDK8i.vs.RNA_Veh,-0.040174242,0.601508725,0.817322996
ENSG00000110195,RNA_CDK8i.vs.RNA_Veh,-0.806366776,0.0002301,0.013574262
ENSG00000165458,RNA_CDK8i.vs.RNA_Veh,-0.24951898,0.069375993,0.29410399
ENSG00000213365,RNA_CDK8i.vs.RNA_Veh,-0.399808704,0.315482899,0.610854524
ENSG00000162129,RNA_CDK8i.vs.RNA_Veh,-0.207049336,0.006961715,0.090733272
ENSG00000186642,RNA_CDK8i.vs.RNA_Veh,0.17119214,0.250352719,0.550081414
ENSG00000186635,RNA_CDK8i.vs.RNA_Veh,-0.217629415,0.032313445,0.197491535
ENSG00000214530,RNA_CDK8i.vs.RNA_Veh,-0.113128875,0.206959717,0.50017175
ENSG00000168010,RNA_CDK8i.vs.RNA_Veh,-0.275156837,0.22616843,0.52323252
ENSG00000137478,RNA_CDK8i.vs.RNA_Veh,-0.054567189,0.516672878,0.763501534
ENSG00000234751,RNA_CDK8i.vs.RNA_Veh,0.298384315,0.435359235,0.709961047
ENSG00000175591,RNA_CDK8i.vs.RNA_Veh,-0.187935482,0.253252853,0.553112341
ENSG00000260401,RNA_CDK8i.vs.RNA_Veh,-0.436719928,0.035413471,0.205454369
ENSG00000171631,RNA_CDK8i.vs.RNA_Veh,-0.708418055,0.185255517,0.473098896
ENSG00000110237,RNA_CDK8i.vs.RNA_Veh,-0.243649395,0.089773122,0.335534517
ENSG00000054967,RNA_CDK8i.vs.RNA_Veh,0.184452891,0.091167198,0.337293493
ENSG00000054965,RNA_CDK8i.vs.RNA_Veh,-0.102629852,0.170074127,0.454912969
ENSG00000256448,RNA_CDK8i.vs.RNA_Veh,0.869450375,0.171522221,0.4562111
ENSG00000256148,RNA_CDK8i.vs.RNA_Veh,0.27120199,0.444247117,0.716003704
ENSG00000231726,RNA_CDK8i.vs.RNA_Veh,-0.291508552,0.200354643,0.491527049
ENSG00000021300,RNA_CDK8i.vs.RNA_Veh,-0.20810288,0.167936888,0.45240028
ENSG00000175582,RNA_CDK8i.vs.RNA_Veh,0.0496314,0.436400659,0.710804131
ENSG00000175581,RNA_CDK8i.vs.RNA_Veh,-0.035953625,0.61031268,0.822615382
ENSG00000181924,RNA_CDK8i.vs.RNA_Veh,0.1002404,0.134025209,0.404422972
ENSG00000175575,RNA_CDK8i.vs.RNA_Veh,0.113651384,0.156124053,0.436946838
